index,truth_path,ming_path,alex_path,alex_delta_to_rho,ming_log_mu,ming_log_sd,ming_ks,alex_log_mu,alex_log_sd,alex_ks,status,error
33,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/test/33.hdf5,/home/mingyeong/2510_GAL2DM_ASIM_ViT/results/vit_predictions/20251014_210016/33.hdf5,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/predictions/test_33_final_mode0_lr_min1e-07_max1e-05_200epochs_rho_240712_a100_cmb_f2.5.npy,True,0.12462785094976425,0.30431637167930603,0.23182000000000003,0.23115074634552002,0.39641040563583374,0.63934,ok,
34,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/test/34.hdf5,/home/mingyeong/2510_GAL2DM_ASIM_ViT/results/vit_predictions/20251014_210016/34.hdf5,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/predictions/test_34_final_mode0_lr_min1e-07_max1e-05_200epochs_rho_240712_a100_cmb_f2.5.npy,True,0.124909907579422,0.3094775080680847,0.23481999999999997,0.24314172565937042,0.40321245789527893,0.64082,ok,
35,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/test/35.hdf5,/home/mingyeong/2510_GAL2DM_ASIM_ViT/results/vit_predictions/20251014_210016/35.hdf5,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/predictions/test_35_final_mode0_lr_min1e-07_max1e-05_200epochs_rho_240712_a100_cmb_f2.5.npy,True,0.1124289408326149,0.29216066002845764,0.21469999999999997,0.20716458559036255,0.37918972969055176,0.62604,ok,
36,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/test/36.hdf5,/home/mingyeong/2510_GAL2DM_ASIM_ViT/results/vit_predictions/20251014_210016/36.hdf5,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/predictions/test_36_final_mode0_lr_min1e-07_max1e-05_200epochs_rho_240712_a100_cmb_f2.5.npy,True,0.12435681372880936,0.2997434735298157,0.23048000000000002,0.22121568024158478,0.3884359300136566,0.6337,ok,
37,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/test/37.hdf5,/home/mingyeong/2510_GAL2DM_ASIM_ViT/results/vit_predictions/20251014_210016/37.hdf5,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/predictions/test_37_final_mode0_lr_min1e-07_max1e-05_200epochs_rho_240712_a100_cmb_f2.5.npy,True,0.11403848230838776,0.29556912183761597,0.22310000000000002,0.21513928472995758,0.3849157691001892,0.6216999999999999,ok,
38,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/test/38.hdf5,/home/mingyeong/2510_GAL2DM_ASIM_ViT/results/vit_predictions/20251014_210016/38.hdf5,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/predictions/test_38_final_mode0_lr_min1e-07_max1e-05_200epochs_rho_240712_a100_cmb_f2.5.npy,True,0.11623769998550415,0.2955676317214966,0.22562,0.21621625125408173,0.38672512769699097,0.62804,ok,
39,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/test/39.hdf5,/home/mingyeong/2510_GAL2DM_ASIM_ViT/results/vit_predictions/20251014_210016/39.hdf5,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/predictions/test_39_final_mode0_lr_min1e-07_max1e-05_200epochs_rho_240712_a100_cmb_f2.5.npy,True,0.12794765830039978,0.3019240200519562,0.22522000000000003,0.22562061250209808,0.38909459114074707,0.63558,ok,
40,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/test/40.hdf5,/home/mingyeong/2510_GAL2DM_ASIM_ViT/results/vit_predictions/20251014_210016/40.hdf5,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/predictions/test_40_final_mode0_lr_min1e-07_max1e-05_200epochs_rho_240712_a100_cmb_f2.5.npy,True,0.1149292066693306,0.28725555539131165,0.21308000000000002,0.19636951386928558,0.3702065646648407,0.6231399999999999,ok,
41,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/test/41.hdf5,/home/mingyeong/2510_GAL2DM_ASIM_ViT/results/vit_predictions/20251014_210016/41.hdf5,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/predictions/test_41_final_mode0_lr_min1e-07_max1e-05_200epochs_rho_240712_a100_cmb_f2.5.npy,True,0.09988633543252945,0.28398457169532776,0.19226,0.18752719461917877,0.3660986125469208,0.60834,ok,
42,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/test/42.hdf5,/home/mingyeong/2510_GAL2DM_ASIM_ViT/results/vit_predictions/20251014_210016/42.hdf5,/scratch/adupuy/cosmicweb_asim/ASIM_TSC/samples/predictions/test_42_final_mode0_lr_min1e-07_max1e-05_200epochs_rho_240712_a100_cmb_f2.5.npy,True,0.12958820164203644,0.30757877230644226,0.22297999999999998,0.23139221966266632,0.394205242395401,0.63866,ok,
