index,MAE,RMSE,Bias,r
0,0.5717343091964722,1.638281226158142,0.01745564490556717,0.7503194380499147
1,0.5711731910705566,1.6669554710388184,0.012270445935428143,0.7536277945341638
2,0.573212206363678,1.7401423454284668,0.001771746203303337,0.7140717948192022
3,0.5629801750183105,1.72826087474823,0.016159996390342712,0.7256617636204192
4,0.58909672498703,1.6900023221969604,0.014762678183615208,0.7039388315958477
5,0.5860370993614197,1.7658642530441284,0.02681007795035839,0.7320554276378645
6,0.5642818808555603,1.5476300716400146,0.011021905578672886,0.7471689296322784
7,0.580370306968689,1.8344606161117554,0.021920789033174515,0.7688591802772751
8,0.5605133175849915,1.7101809978485107,0.017325792461633682,0.7023614164616805
9,0.5809716582298279,1.6906588077545166,0.03438936173915863,0.7615941139068606
10,0.5750325322151184,1.6095830202102661,0.021563448011875153,0.7158208914503859
11,0.5742180347442627,1.6123974323272705,0.014303930103778839,0.7062722927536434
12,0.5620937943458557,1.7065962553024292,0.028778966516256332,0.7622880922969819
13,0.5850502252578735,1.7188160419464111,0.017665918916463852,0.7356230745216716
14,0.5441696643829346,1.5969176292419434,0.009918554686009884,0.7987531282476749
15,0.5627752542495728,1.6505707502365112,0.005546728149056435,0.7610713306617921
16,0.5791991353034973,1.6921112537384033,0.0037204567342996597,0.687984926904634
17,0.5599319338798523,1.418463110923767,0.03618587180972099,0.7373338718416118
18,0.5962061882019043,1.8850603103637695,0.00314473919570446,0.67146824374953
19,0.573136568069458,1.6851047277450562,0.026520997285842896,0.7243385562861516
20,0.5804751515388489,1.6300956010818481,0.010875950567424297,0.717500910547646
21,0.585059642791748,1.5667428970336914,0.03963581100106239,0.7588353428619511
22,0.5824916362762451,1.6991338729858398,0.01885119453072548,0.7501420079187535
23,0.5784490704536438,1.6846957206726074,0.016490967944264412,0.702083454300988
24,0.5618127584457397,1.5569146871566772,0.028829073533415794,0.7384647518974636
25,0.5706179141998291,1.6497583389282227,0.007819111458957195,0.7477685916124845
26,0.5928066372871399,1.831995964050293,0.020264066755771637,0.7111210423273246
27,0.5572001934051514,1.5746676921844482,0.009649388492107391,0.7491454739272871
28,0.5632119178771973,1.5069037675857544,0.030042598024010658,0.7535926323793766
29,0.5541839599609375,1.5482597351074219,0.006097719073295593,0.7359727558392283
30,0.555860161781311,1.5560808181762695,0.014469974674284458,0.7118076839659843
31,0.5957289338111877,1.7076289653778076,0.04571862518787384,0.7343139621757444
